checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,asnm,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,accepted
None,12,Delay_in_past,repairs,1555,>1000DM,>7yrs,4,male_single,None,4,unknown/no_property,55,193,none,for_free,2,skilled_employee/official,2,none,yes,1
<0DM,24,Existing_credits_paid_till_now,new_car,1285,Unknown_or_no_savings_acct,4_to_7yrs,4,female_divorced/separated/married,None,4,unknown/no_property,32,124,none,rent,1,skilled_employee/official,1,none,yes,1
>200DM,6,Critical_acct_other_credits_existing,new_car,1299,<100DM,1_to_4yrs,1,male_single,None,1,real_estate,74,1048,none,own,3,unemployed/unskilled_nonresident,2,none,no,0
>200DM,15,Critical_acct_other_credits_existing,radio/television,1271,Unknown_or_no_savings_acct,1_to_4yrs,3,male_single,None,4,unknown/no_property,39,33,none,for_free,2,skilled_employee/official,1,yes,yes,1
None,24,Existing_credits_paid_till_now,new_car,1393,<100DM,1_to_4yrs,2,male_single,guarantor,2,real_estate,NA,NA,none,own,1,skilled_employee/official,1,yes,yes,0
<0DM,12,Critical_acct_other_credits_existing,new_car,691,<100DM,>7yrs,4,male_single,None,3,building_society_savings_agreement/life_insurance,35,73,none,own,2,skilled_employee/official,1,none,yes,1
None,15,Critical_acct_other_credits_existing,new_car,5045,Unknown_or_no_savings_acct,>7yrs,1,female_divorced/separated/married,None,4,car_or_other_nonsavings,59,313,none,own,1,skilled_employee/official,1,yes,yes,0
<0DM,18,Critical_acct_other_credits_existing,furniture/equipment,2124,<100DM,1_to_4yrs,4,female_divorced/separated/married,None,4,real_estate,24,348,none,rent,2,skilled_employee/official,1,none,yes,1
<0DM,12,Existing_credits_paid_till_now,radio/television,2214,<100DM,1_to_4yrs,4,male_single,None,3,building_society_savings_agreement/life_insurance,24,348,none,own,1,unskilled_resident,1,none,yes,0
None,21,Critical_acct_other_credits_existing,new_car,12680,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,4,unknown/no_property,30,168,none,for_free,1,management_self-employed_highly_qualified/officer,1,yes,yes,1
None,24,Critical_acct_other_credits_existing,new_car,2463,100_to_500DM,4_to_7yrs,4,male_married/widowed,None,3,building_society_savings_agreement/life_insurance,27,249,none,own,2,skilled_employee/official,1,yes,yes,0
0_to_200DM,12,Existing_credits_paid_till_now,radio/television,1155,<100DM,>7yrs,3,male_married/widowed,guarantor,3,real_estate,40,28,bank,own,2,unskilled_resident,1,none,yes,0
<0DM,30,Existing_credits_paid_till_now,furniture/equipment,3108,<100DM,<1yr,2,male_divorced/separated,None,4,building_society_savings_agreement/life_insurance,31,145,none,own,1,unskilled_resident,1,none,yes,1
None,10,Existing_credits_paid_till_now,used_car,2901,Unknown_or_no_savings_acct,<1yr,1,female_divorced/separated/married,None,4,real_estate,31,145,none,rent,1,skilled_employee/official,1,none,yes,0
0_to_200DM,12,Critical_acct_other_credits_existing,furniture/equipment,3617,<100DM,>7yrs,1,male_single,None,4,car_or_other_nonsavings,28,220,none,rent,3,skilled_employee/official,1,yes,yes,0
None,12,Critical_acct_other_credits_existing,radio/television,1655,<100DM,>7yrs,2,male_single,None,4,real_estate,63,465,none,own,2,unskilled_resident,1,yes,yes,0
<0DM,24,Existing_credits_paid_till_now,used_car,2812,Unknown_or_no_savings_acct,>7yrs,2,female_divorced/separated/married,None,4,real_estate,26,280,none,rent,1,skilled_employee/official,1,none,yes,0
<0DM,36,Critical_acct_other_credits_existing,education,8065,<100DM,1_to_4yrs,3,female_divorced/separated/married,None,2,unknown/no_property,NA,NA,none,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,1
None,21,Critical_acct_other_credits_existing,used_car,3275,<100DM,>7yrs,1,male_single,None,4,car_or_other_nonsavings,36,60,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
None,24,Critical_acct_other_credits_existing,radio/television,2223,100_to_500DM,>7yrs,4,male_single,None,4,building_society_savings_agreement/life_insurance,52,124,bank,own,2,skilled_employee/official,1,none,yes,0
>200DM,12,Critical_acct_other_credits_existing,new_car,1480,500_to_1000DM,unemployed,2,male_single,None,4,unknown/no_property,66,600,bank,for_free,3,unemployed/unskilled_nonresident,1,none,yes,0
<0DM,24,Existing_credits_paid_till_now,new_car,1371,Unknown_or_no_savings_acct,1_to_4yrs,4,female_divorced/separated/married,None,4,real_estate,NA,NA,none,rent,1,skilled_employee/official,1,none,yes,1
None,36,Critical_acct_other_credits_existing,new_car,3535,<100DM,4_to_7yrs,4,male_single,None,4,car_or_other_nonsavings,37,49,none,own,2,skilled_employee/official,1,yes,yes,0
<0DM,18,Existing_credits_paid_till_now,radio/television,3509,<100DM,4_to_7yrs,4,female_divorced/separated/married,guarantor,1,real_estate,25,313,none,own,1,skilled_employee/official,1,none,yes,0
None,36,Critical_acct_other_credits_existing,used_car,5711,>1000DM,>7yrs,4,male_single,None,2,car_or_other_nonsavings,38,40,none,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,0
0_to_200DM,18,Existing_credits_paid_till_now,repairs,3872,<100DM,unemployed,2,female_divorced/separated/married,None,4,car_or_other_nonsavings,67,649,none,own,1,skilled_employee/official,1,yes,yes,0
0_to_200DM,39,Critical_acct_other_credits_existing,radio/television,4933,<100DM,4_to_7yrs,2,male_single,guarantor,2,real_estate,25,313,none,own,2,skilled_employee/official,1,none,yes,1
None,24,Critical_acct_other_credits_existing,new_car,1940,>1000DM,>7yrs,4,male_single,None,4,real_estate,60,348,none,own,1,skilled_employee/official,1,yes,yes,0
0_to_200DM,12,No_credits_taken_or_all_paid,retraining,1410,<100DM,1_to_4yrs,2,male_single,None,2,real_estate,31,145,none,own,1,unskilled_resident,1,yes,yes,0
0_to_200DM,12,Existing_credits_paid_till_now,new_car,836,100_to_500DM,<1yr,4,female_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,23,385,bank,own,1,unskilled_resident,1,none,yes,1
0_to_200DM,20,Existing_credits_paid_till_now,used_car,6468,Unknown_or_no_savings_acct,unemployed,1,male_divorced/separated,None,4,real_estate,60,348,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
0_to_200DM,18,Existing_credits_paid_till_now,business,1941,>1000DM,1_to_4yrs,4,male_single,None,2,building_society_savings_agreement/life_insurance,35,73,none,own,1,unskilled_resident,1,yes,yes,0
None,22,Existing_credits_paid_till_now,radio/television,2675,500_to_1000DM,>7yrs,3,male_single,None,4,car_or_other_nonsavings,40,28,none,own,1,skilled_employee/official,1,none,yes,0
None,48,Critical_acct_other_credits_existing,used_car,2751,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,3,car_or_other_nonsavings,38,40,none,own,2,skilled_employee/official,2,yes,yes,0
0_to_200DM,48,Delay_in_past,education,6224,<100DM,>7yrs,4,male_single,None,4,unknown/no_property,50,88,none,for_free,1,skilled_employee/official,1,none,yes,1
<0DM,40,Critical_acct_other_credits_existing,education,5998,<100DM,1_to_4yrs,4,male_single,None,3,unknown/no_property,27,249,bank,own,1,skilled_employee/official,1,yes,yes,1
0_to_200DM,21,Existing_credits_paid_till_now,business,1188,<100DM,>7yrs,2,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,39,33,none,own,1,skilled_employee/official,2,none,yes,1
None,24,Existing_credits_paid_till_now,used_car,6313,Unknown_or_no_savings_acct,>7yrs,3,male_single,None,4,car_or_other_nonsavings,41,25,none,own,1,management_self-employed_highly_qualified/officer,2,yes,yes,0
None,6,Critical_acct_other_credits_existing,furniture/equipment,1221,Unknown_or_no_savings_acct,1_to_4yrs,1,male_married/widowed,None,2,building_society_savings_agreement/life_insurance,27,249,none,own,2,skilled_employee/official,1,none,yes,0
>200DM,24,Existing_credits_paid_till_now,furniture/equipment,2892,<100DM,>7yrs,3,male_divorced/separated,None,4,unknown/no_property,51,105,none,for_free,1,skilled_employee/official,1,none,yes,0
None,24,Existing_credits_paid_till_now,furniture/equipment,3062,500_to_1000DM,>7yrs,4,male_single,None,3,unknown/no_property,32,124,none,rent,1,skilled_employee/official,1,yes,yes,0
None,9,Existing_credits_paid_till_now,furniture/equipment,2301,100_to_500DM,<1yr,2,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,22,424,none,rent,1,skilled_employee/official,1,none,yes,0
<0DM,18,Existing_credits_paid_till_now,used_car,7511,Unknown_or_no_savings_acct,>7yrs,1,male_single,None,4,building_society_savings_agreement/life_insurance,NA,NA,none,for_free,1,skilled_employee/official,2,yes,yes,1
None,12,Critical_acct_other_credits_existing,furniture/equipment,1258,<100DM,<1yr,2,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,22,424,none,rent,2,unskilled_resident,1,none,yes,0
None,24,Delay_in_past,new_car,717,Unknown_or_no_savings_acct,>7yrs,4,male_married/widowed,None,4,car_or_other_nonsavings,54,168,none,own,2,skilled_employee/official,1,yes,yes,0
0_to_200DM,9,Existing_credits_paid_till_now,new_car,1549,Unknown_or_no_savings_acct,<1yr,4,male_single,None,2,real_estate,35,73,none,own,1,unemployed/unskilled_nonresident,1,none,yes,0
None,24,Critical_acct_other_credits_existing,education,1597,<100DM,>7yrs,4,male_single,None,4,unknown/no_property,54,168,none,for_free,2,skilled_employee/official,2,none,yes,0
0_to_200DM,18,Critical_acct_other_credits_existing,radio/television,1795,<100DM,>7yrs,3,female_divorced/separated/married,guarantor,4,real_estate,48,60,bank,rent,2,unskilled_resident,1,yes,yes,0
<0DM,20,Critical_acct_other_credits_existing,furniture/equipment,4272,<100DM,>7yrs,1,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,24,348,none,own,2,skilled_employee/official,1,none,yes,0
None,12,Critical_acct_other_credits_existing,radio/television,976,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,4,car_or_other_nonsavings,35,73,none,own,2,skilled_employee/official,1,none,yes,0
0_to_200DM,12,Existing_credits_paid_till_now,new_car,7472,Unknown_or_no_savings_acct,unemployed,1,female_divorced/separated/married,None,2,real_estate,24,348,none,rent,1,unemployed/unskilled_nonresident,1,none,yes,0
<0DM,36,Existing_credits_paid_till_now,new_car,9271,<100DM,4_to_7yrs,2,male_single,None,1,car_or_other_nonsavings,24,348,none,own,1,skilled_employee/official,1,yes,yes,1
0_to_200DM,6,Existing_credits_paid_till_now,radio/television,590,<100DM,<1yr,3,male_married/widowed,None,3,real_estate,26,280,none,own,1,unskilled_resident,1,none,no,0
None,12,Critical_acct_other_credits_existing,radio/television,930,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,4,real_estate,65,553,none,own,4,skilled_employee/official,1,none,yes,0
0_to_200DM,42,All_credits_paid_duly,used_car,9283,<100DM,unemployed,1,male_single,None,2,unknown/no_property,55,193,bank,for_free,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
0_to_200DM,15,No_credits_taken_or_all_paid,new_car,1778,<100DM,<1yr,2,female_divorced/separated/married,None,1,real_estate,26,280,none,rent,2,unemployed/unskilled_nonresident,1,none,yes,1
0_to_200DM,8,Existing_credits_paid_till_now,business,907,<100DM,<1yr,3,male_married/widowed,None,2,real_estate,26,280,none,own,1,skilled_employee/official,1,yes,yes,0
0_to_200DM,6,Existing_credits_paid_till_now,radio/television,484,<100DM,4_to_7yrs,3,male_married/widowed,guarantor,3,real_estate,28,220,bank,own,1,unskilled_resident,1,none,yes,0
<0DM,36,Critical_acct_other_credits_existing,used_car,9629,<100DM,4_to_7yrs,4,male_single,None,4,car_or_other_nonsavings,24,348,none,own,2,skilled_employee/official,1,yes,yes,1
<0DM,48,Existing_credits_paid_till_now,domestic_appliances,3051,<100DM,1_to_4yrs,3,male_single,None,4,car_or_other_nonsavings,54,168,none,own,1,skilled_employee/official,1,none,yes,1
<0DM,48,Existing_credits_paid_till_now,new_car,3931,<100DM,4_to_7yrs,4,male_single,None,4,unknown/no_property,46,40,none,for_free,1,skilled_employee/official,2,none,yes,1
0_to_200DM,36,Delay_in_past,new_car,7432,<100DM,1_to_4yrs,2,female_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,54,168,none,rent,1,skilled_employee/official,1,none,yes,0
None,6,Existing_credits_paid_till_now,domestic_appliances,1338,500_to_1000DM,1_to_4yrs,1,male_divorced/separated,None,4,real_estate,62,424,none,own,1,skilled_employee/official,1,none,yes,0
None,6,Critical_acct_other_credits_existing,radio/television,1554,<100DM,4_to_7yrs,1,female_divorced/separated/married,None,2,car_or_other_nonsavings,24,348,none,rent,2,skilled_employee/official,1,yes,yes,0
<0DM,36,Existing_credits_paid_till_now,other,15857,<100DM,unemployed,2,male_divorced/separated,co-applicant,3,car_or_other_nonsavings,43,25,none,own,1,management_self-employed_highly_qualified/officer,1,none,yes,0
<0DM,18,Existing_credits_paid_till_now,radio/television,1345,<100DM,1_to_4yrs,4,male_married/widowed,None,3,real_estate,26,280,bank,own,1,skilled_employee/official,1,none,yes,1
None,12,Existing_credits_paid_till_now,new_car,1101,<100DM,1_to_4yrs,3,male_married/widowed,None,2,real_estate,27,249,none,own,2,skilled_employee/official,1,yes,yes,0
>200DM,12,Existing_credits_paid_till_now,radio/television,3016,<100DM,1_to_4yrs,3,male_married/widowed,None,1,car_or_other_nonsavings,24,348,none,own,1,skilled_employee/official,1,none,yes,0
<0DM,36,Existing_credits_paid_till_now,furniture/equipment,2712,<100DM,>7yrs,2,male_single,None,2,building_society_savings_agreement/life_insurance,41,25,bank,own,1,skilled_employee/official,2,none,yes,1
<0DM,8,Critical_acct_other_credits_existing,new_car,731,<100DM,>7yrs,4,male_single,None,4,real_estate,47,49,none,own,2,unskilled_resident,1,none,yes,0
None,18,Critical_acct_other_credits_existing,furniture/equipment,3780,<100DM,<1yr,3,male_divorced/separated,None,2,car_or_other_nonsavings,35,73,none,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,0
<0DM,21,Critical_acct_other_credits_existing,new_car,1602,<100DM,>7yrs,4,male_married/widowed,None,3,car_or_other_nonsavings,NA,NA,none,own,2,skilled_employee/official,1,yes,yes,0
<0DM,18,Critical_acct_other_credits_existing,new_car,3966,<100DM,>7yrs,1,female_divorced/separated/married,None,4,real_estate,33,105,bank,rent,3,skilled_employee/official,1,yes,yes,1
None,18,No_credits_taken_or_all_paid,business,4165,<100DM,1_to_4yrs,2,male_single,None,2,car_or_other_nonsavings,36,60,stores,own,2,skilled_employee/official,2,none,yes,1
<0DM,36,Existing_credits_paid_till_now,used_car,8335,Unknown_or_no_savings_acct,>7yrs,3,male_single,None,4,unknown/no_property,47,49,none,for_free,1,skilled_employee/official,1,none,yes,1
0_to_200DM,48,Delay_in_past,business,6681,Unknown_or_no_savings_acct,1_to_4yrs,4,male_single,None,4,unknown/no_property,38,40,none,for_free,1,skilled_employee/official,2,yes,yes,0
None,24,Delay_in_past,business,2375,500_to_1000DM,1_to_4yrs,4,male_single,None,2,car_or_other_nonsavings,44,28,none,own,2,skilled_employee/official,2,yes,yes,0
<0DM,18,Existing_credits_paid_till_now,new_car,1216,<100DM,<1yr,4,female_divorced/separated/married,None,3,car_or_other_nonsavings,23,385,none,rent,1,skilled_employee/official,1,yes,yes,1
<0DM,45,No_credits_taken_or_all_paid,business,11816,<100DM,>7yrs,2,male_single,None,4,car_or_other_nonsavings,29,193,none,rent,2,skilled_employee/official,1,none,yes,1
0_to_200DM,24,Existing_credits_paid_till_now,radio/television,5084,Unknown_or_no_savings_acct,>7yrs,2,female_divorced/separated/married,None,4,car_or_other_nonsavings,42,24,none,own,1,skilled_employee/official,1,yes,yes,0
>200DM,15,Existing_credits_paid_till_now,radio/television,2327,<100DM,<1yr,2,female_divorced/separated/married,None,3,real_estate,25,313,none,own,1,unskilled_resident,1,none,yes,1
<0DM,12,No_credits_taken_or_all_paid,new_car,1082,<100DM,1_to_4yrs,4,male_single,None,4,car_or_other_nonsavings,48,60,bank,own,2,skilled_employee/official,1,none,yes,1
None,12,Existing_credits_paid_till_now,radio/television,886,Unknown_or_no_savings_acct,1_to_4yrs,4,female_divorced/separated/married,None,2,car_or_other_nonsavings,21,465,none,own,1,skilled_employee/official,1,none,yes,0
None,4,Existing_credits_paid_till_now,furniture/equipment,601,<100DM,<1yr,1,female_divorced/separated/married,None,3,real_estate,23,385,none,rent,1,unskilled_resident,2,none,yes,0
<0DM,24,Critical_acct_other_credits_existing,used_car,2957,<100DM,>7yrs,4,male_single,None,4,building_society_savings_agreement/life_insurance,63,465,none,own,2,skilled_employee/official,1,yes,yes,0
None,24,Critical_acct_other_credits_existing,radio/television,2611,<100DM,>7yrs,4,male_married/widowed,co-applicant,3,real_estate,46,40,none,own,2,skilled_employee/official,1,none,yes,0
<0DM,36,Existing_credits_paid_till_now,furniture/equipment,5179,<100DM,4_to_7yrs,4,male_single,None,2,building_society_savings_agreement/life_insurance,29,193,none,own,1,skilled_employee/official,1,none,yes,1
None,21,Delay_in_past,used_car,2993,<100DM,1_to_4yrs,3,male_single,None,2,real_estate,28,220,stores,own,2,unskilled_resident,1,none,yes,0
None,18,Existing_credits_paid_till_now,repairs,1943,<100DM,<1yr,4,female_divorced/separated/married,None,4,real_estate,23,385,none,own,1,skilled_employee/official,1,none,yes,1
None,24,All_credits_paid_duly,business,1559,<100DM,4_to_7yrs,4,male_single,None,4,car_or_other_nonsavings,50,88,bank,own,1,skilled_employee/official,1,yes,yes,0
None,18,Existing_credits_paid_till_now,furniture/equipment,3422,<100DM,>7yrs,4,male_single,None,4,building_society_savings_agreement/life_insurance,47,49,bank,own,3,skilled_employee/official,2,yes,yes,0
0_to_200DM,21,Existing_credits_paid_till_now,furniture/equipment,3976,Unknown_or_no_savings_acct,4_to_7yrs,2,male_single,None,3,car_or_other_nonsavings,35,73,none,own,1,skilled_employee/official,1,yes,yes,0
None,18,Existing_credits_paid_till_now,new_car,6761,Unknown_or_no_savings_acct,1_to_4yrs,2,male_single,None,4,car_or_other_nonsavings,NA,NA,none,rent,2,skilled_employee/official,1,none,yes,1
None,24,Existing_credits_paid_till_now,new_car,1249,<100DM,<1yr,4,male_married/widowed,None,2,real_estate,28,220,none,own,1,skilled_employee/official,1,none,yes,0
<0DM,9,Existing_credits_paid_till_now,radio/television,1364,<100DM,4_to_7yrs,3,male_single,None,4,real_estate,59,313,none,own,1,skilled_employee/official,1,none,yes,0
<0DM,12,Existing_credits_paid_till_now,radio/television,709,<100DM,>7yrs,4,male_single,None,4,real_estate,57,249,stores,own,1,unskilled_resident,1,none,yes,1
<0DM,20,Critical_acct_other_credits_existing,new_car,2235,<100DM,1_to_4yrs,4,male_married/widowed,guarantor,2,building_society_savings_agreement/life_insurance,33,105,bank,rent,2,skilled_employee/official,1,none,no,1
None,24,Critical_acct_other_credits_existing,used_car,4042,Unknown_or_no_savings_acct,4_to_7yrs,3,male_single,None,4,building_society_savings_agreement/life_insurance,43,25,none,own,2,skilled_employee/official,1,yes,yes,0
None,15,Critical_acct_other_credits_existing,radio/television,1471,<100DM,1_to_4yrs,4,male_single,None,4,unknown/no_property,35,73,none,for_free,2,skilled_employee/official,1,yes,yes,0
<0DM,18,All_credits_paid_duly,new_car,1442,<100DM,4_to_7yrs,4,male_single,None,4,unknown/no_property,32,124,none,for_free,2,unskilled_resident,2,none,yes,1
None,36,Delay_in_past,new_car,10875,<100DM,>7yrs,2,male_single,None,2,car_or_other_nonsavings,NA,NA,none,own,2,skilled_employee/official,2,yes,yes,0
None,24,Existing_credits_paid_till_now,new_car,1474,100_to_500DM,<1yr,4,male_married/widowed,None,3,real_estate,33,105,none,own,1,skilled_employee/official,1,yes,yes,0
None,10,Existing_credits_paid_till_now,retraining,894,Unknown_or_no_savings_acct,4_to_7yrs,4,female_divorced/separated/married,None,3,building_society_savings_agreement/life_insurance,40,28,none,own,1,skilled_employee/official,1,yes,yes,0
None,15,Critical_acct_other_credits_existing,furniture/equipment,3343,<100DM,1_to_4yrs,4,male_single,None,2,unknown/no_property,28,220,none,for_free,1,skilled_employee/official,1,yes,yes,0
<0DM,15,Existing_credits_paid_till_now,new_car,3959,<100DM,1_to_4yrs,3,female_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,NA,NA,none,own,1,skilled_employee/official,1,yes,yes,1
None,9,Existing_credits_paid_till_now,new_car,3577,100_to_500DM,1_to_4yrs,1,male_single,guarantor,2,real_estate,26,280,none,rent,1,skilled_employee/official,2,none,no,0
None,24,Critical_acct_other_credits_existing,used_car,5804,>1000DM,1_to_4yrs,4,male_single,None,2,real_estate,27,249,none,own,2,skilled_employee/official,1,none,yes,0
None,18,Delay_in_past,business,2169,<100DM,1_to_4yrs,4,male_married/widowed,None,2,car_or_other_nonsavings,28,220,none,own,1,skilled_employee/official,1,yes,yes,1
<0DM,24,Existing_credits_paid_till_now,radio/television,2439,<100DM,<1yr,4,female_divorced/separated/married,None,4,real_estate,35,73,none,own,1,skilled_employee/official,1,yes,yes,1
0_to_200DM,21,Existing_credits_paid_till_now,furniture/equipment,39763848,Unknown_or_no_savings_acct,4_to_7yrs,2,male_single,None,3,car_or_other_nonsavings,35,73,none,own,1,skilled_employee/official,1,yes,yes,0
None,27,Critical_acct_other_credits_existing,furniture/equipment,4526,>1000DM,<1yr,4,male_single,None,2,real_estate,32,124,stores,own,2,unskilled_resident,2,yes,yes,0
None,10,Existing_credits_paid_till_now,furniture/equipment,2210,<100DM,1_to_4yrs,2,male_single,None,2,real_estate,25,313,bank,rent,1,unskilled_resident,1,none,yes,1
None,15,Existing_credits_paid_till_now,furniture/equipment,2221,500_to_1000DM,1_to_4yrs,2,female_divorced/separated/married,None,4,car_or_other_nonsavings,20,508,none,rent,1,skilled_employee/official,1,none,yes,0
<0DM,18,Existing_credits_paid_till_now,radio/television,2389,<100DM,<1yr,4,female_divorced/separated/married,None,1,car_or_other_nonsavings,27,249,stores,own,1,skilled_employee/official,1,none,yes,0
None,12,Critical_acct_other_credits_existing,furniture/equipment,3331,<100DM,>7yrs,2,male_single,None,4,building_society_savings_agreement/life_insurance,42,24,stores,own,1,skilled_employee/official,1,none,yes,0
None,36,Existing_credits_paid_till_now,business,7409,Unknown_or_no_savings_acct,>7yrs,3,male_single,None,2,building_society_savings_agreement/life_insurance,37,49,none,own,2,skilled_employee/official,1,none,yes,0
<0DM,12,Existing_credits_paid_till_now,furniture/equipment,652,<100DM,>7yrs,4,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,24,348,none,rent,1,skilled_employee/official,1,none,yes,0
None,36,Delay_in_past,furniture/equipment,7678,500_to_1000DM,4_to_7yrs,2,female_divorced/separated/married,None,4,car_or_other_nonsavings,40,28,none,own,2,skilled_employee/official,1,yes,yes,0
>200DM,6,Critical_acct_other_credits_existing,new_car,1343,<100DM,>7yrs,1,male_single,None,4,real_estate,46,40,none,own,2,skilled_employee/official,2,none,no,0
<0DM,24,Critical_acct_other_credits_existing,business,1382,100_to_500DM,4_to_7yrs,4,male_single,None,1,real_estate,26,280,none,own,2,skilled_employee/official,1,yes,yes,0
None,15,Existing_credits_paid_till_now,domestic_appliances,874,Unknown_or_no_savings_acct,<1yr,4,female_divorced/separated/married,None,1,real_estate,24,348,none,own,1,skilled_employee/official,1,none,yes,0
<0DM,12,Existing_credits_paid_till_now,furniture/equipment,3590,<100DM,1_to_4yrs,2,male_single,co-applicant,2,building_society_savings_agreement/life_insurance,NA,NA,none,own,1,unskilled_resident,2,none,yes,0
0_to_200DM,11,Critical_acct_other_credits_existing,new_car,1322,>1000DM,1_to_4yrs,4,female_divorced/separated/married,None,4,car_or_other_nonsavings,NA,NA,none,own,2,skilled_employee/official,1,none,yes,0
<0DM,18,All_credits_paid_duly,radio/television,1940,<100DM,<1yr,3,male_single,co-applicant,4,unknown/no_property,36,60,bank,for_free,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
None,36,Existing_credits_paid_till_now,radio/television,3595,<100DM,>7yrs,4,male_single,None,2,car_or_other_nonsavings,28,220,none,own,1,skilled_employee/official,1,none,yes,0
<0DM,9,Existing_credits_paid_till_now,new_car,1422,<100DM,<1yr,3,male_single,None,2,unknown/no_property,27,249,none,for_free,1,management_self-employed_highly_qualified/officer,1,yes,yes,1
None,30,Critical_acct_other_credits_existing,radio/television,6742,Unknown_or_no_savings_acct,4_to_7yrs,2,male_single,None,3,building_society_savings_agreement/life_insurance,36,60,none,own,2,skilled_employee/official,1,none,yes,0
None,24,Existing_credits_paid_till_now,used_car,7814,<100DM,4_to_7yrs,3,male_single,None,3,car_or_other_nonsavings,38,40,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
None,24,Existing_credits_paid_till_now,used_car,9277,Unknown_or_no_savings_acct,1_to_4yrs,2,male_divorced/separated,None,4,unknown/no_property,48,60,none,for_free,1,skilled_employee/official,1,yes,yes,0
0_to_200DM,30,Critical_acct_other_credits_existing,new_car,2181,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,4,real_estate,36,60,none,own,2,skilled_employee/official,1,none,yes,0
None,18,Critical_acct_other_credits_existing,radio/television,1098,<100DM,unemployed,4,female_divorced/separated/married,None,4,car_or_other_nonsavings,65,553,none,own,2,unemployed/unskilled_nonresident,1,none,yes,0
0_to_200DM,24,Existing_credits_paid_till_now,furniture/equipment,4057,<100DM,4_to_7yrs,3,male_divorced/separated,None,3,car_or_other_nonsavings,43,25,none,own,1,skilled_employee/official,1,yes,yes,1
<0DM,12,Existing_credits_paid_till_now,education,795,<100DM,<1yr,4,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,53,145,none,own,1,skilled_employee/official,1,none,yes,1
0_to_200DM,24,Critical_acct_other_credits_existing,business,2825,Unknown_or_no_savings_acct,4_to_7yrs,4,male_single,None,3,unknown/no_property,34,88,none,own,2,skilled_employee/official,2,yes,yes,0
0_to_200DM,48,Existing_credits_paid_till_now,business,15672,<100DM,1_to_4yrs,2,male_single,None,2,car_or_other_nonsavings,23,385,none,own,1,skilled_employee/official,1,yes,yes,1
None,36,Critical_acct_other_credits_existing,new_car,6614,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,34,88,none,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,0
None,28,All_credits_paid_duly,used_car,7824,Unknown_or_no_savings_acct,<1yr,3,male_single,guarantor,4,real_estate,40,28,bank,rent,2,skilled_employee/official,2,yes,yes,0
<0DM,27,Critical_acct_other_credits_existing,business,2442,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,43,25,stores,own,4,management_self-employed_highly_qualified/officer,2,yes,yes,0
None,15,Critical_acct_other_credits_existing,radio/television,1829,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,46,40,none,own,2,skilled_employee/official,1,yes,yes,0
<0DM,12,Critical_acct_other_credits_existing,new_car,2171,<100DM,1_to_4yrs,4,male_single,None,4,building_society_savings_agreement/life_insurance,38,40,bank,own,2,unskilled_resident,1,none,no,0
0_to_200DM,36,Critical_acct_other_credits_existing,used_car,5800,<100DM,1_to_4yrs,3,male_single,None,4,car_or_other_nonsavings,34,88,none,own,2,skilled_employee/official,1,yes,yes,0
None,18,Critical_acct_other_credits_existing,radio/television,1169,Unknown_or_no_savings_acct,1_to_4yrs,4,male_single,None,3,building_society_savings_agreement/life_insurance,29,193,none,own,2,skilled_employee/official,1,yes,yes,0
None,36,Delay_in_past,used_car,8947,Unknown_or_no_savings_acct,4_to_7yrs,3,male_single,None,2,car_or_other_nonsavings,31,145,stores,own,1,management_self-employed_highly_qualified/officer,2,yes,yes,0
<0DM,21,Existing_credits_paid_till_now,radio/television,2606,<100DM,<1yr,4,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,28,220,none,rent,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
